TORRAZZACOSTEEEE,45,9,1,201101010,2013123118
SANTAMARIADELLAVERSA11,45,9.25,1,201101010,2013123118
CANEVINO11,45,9.5,1,201101010,2013123118
SIRMIONE11,45.5,10.5,1,201101010,2013123118
MONZAMBANO11,45.25,10.75,1,201101010,2013123118
SONDRIO11,46,9.75,1,201101010,2013123118
RETORBIDO11,44.75,9,1,201101010,2013123118
